user_id,002542730X,0060008032,0060096195,006016848X,0060173289,0060175400,006019491X,0060199652,0060391626,0060392452,0060502258,0060915544,0060921145,0060922532,0060928336,0060929871,0060930535,0060932759,0060934417,0060938455,0060958022,0060959037,0060976845,0060977493,0060987103,0060987529,0060987561,006099486X,0061009059,006101351X,0061015725,0061020710,0061097101,0061097314,0062502182,0064400557,0064407667,0064407675,0064472272,0066214122,0070212570,0099771519,0140042598,0140067477,0140119906,0140177396,0140179836,014023313X,0140244824,014025448X,0140254544,014028009X,0140293248,014029628X,0140298479,014100018X,0141000198,0142000205,0142001430,0142001740,0142001805,0142004235,0151008116,0156027321,0156628708,0312144075,0312195516,0312243022,0312265859,0312265867,0312278586,0312282990,0312291639,0312305060,0312421273,0312422156,031242227X,0312924585,0312924801,0312966091,0312966970,0312971125,0312971346,0312974256,0312976275,0312980140,0312980159,0312982518,0312983271,031298328X,0312983824,0312983867,0312990456,0312995423,0316089699,0316096199,0316168688,0316182540,0316284955,0316569321,0316601950,0316602051,0316602906,0316666009,0316666343,0316693006,0316693200,0316693235,0316769487,0316776963,0316777722,0316777730,0316780375,0316781010,0316781142,0316781266,0316782505,0316788228,0316789089,0316899984,0316969443,0316969680,0330332775,0345313860,0345337662,0345339681,0345339703,0345339711,0345339738,0345342968,0345348036,0345348109,0345350499,0345351525,0345353145,0345354613,0345361792,034536676X,0345368754,0345369947,0345370775,0345370805,0345378482,0345378490,0345380371,034538184X,0345384350,0345384369,0345384466,034538475X,0345386108,0345387651,0345391055,0345391802,034539657X,0345397819,0345402871,034540288X,0345404114,0345413350,0345413873,0345413881,034541389X,0345413903,0345417623,0345422317,0345424719,0345427637,034543479X,0345435168,0345436911,0345438329,0345439104,0345441036,0345443284,0345444884,0345445848,0345446860,0345447840,0345465083,0373218036,0373218192,0373218397,0373218400,0373484003,0373825013,0374129983,0374199698,0375412824,0375502238,0375506039,0375700757,0375702709,0375703055,0375703063,0375703861,037570504X,0375705856,0375706410,0375706771,0375707972,0375725784,0375726403,0375727132,0375727345,0375760911,0380002930,0380012863,0380018179,0380710218,0380717018,0380718332,0380718340,0380727501,0380730138,0380730847,0380731851,0380789019,0380789035,038079487X,0380813815,0380814021,0380820293,038082101X,0380977788,0385265700,038529929X,038533334X,0385335482,0385335830,0385335881,0385336179,0385420161,038542017X,038542471X,0385424728,0385472951,0385474016,0385475721,0385479565,0385484518,0385486804,038549081X,0385490992,0385492081,0385493800,0385497466,0385498802,038550120X,0385502532,0385503822,0385503954,0385504209,0385505833,0385508042,0385508417,038550926X,0385510438,0385511612,0385512104,0385720106,0385720955,0385721420,038572179X,0385722206,0385730586,0394820371,039592720X,0399144463,0399145087,0399146253,0399146431,0399147195,0399149155,0399149325,0399150897,0399501487,0425083837,0425092917,042510107X,0425107469,0425109720,0425115801,0425116840,042511774X,0425122123,0425124347,0425132951,0425133540,042513525X,042513699X,0425143325,0425144429,0425147363,0425147517,0425147584,0425147622,0425150143,0425152251,0425153975,0425154092,0425155404,0425158616,0425158632,042516098X,0425162443,0425163407,0425167313,0425169863,0425170349,0425172546,0425175405,0425177173,0425178102,0425178765,0425180638,0425180964,0425182878,0425182908,0425184226,0425185710,042518630X,0425192725,0425192733,0439064864,0439064872,0439136350,0439136369,0439139597,0439139600,043935806X,043936213X,0440122090,0440180295,0440202043,0440206154,0440211263,044021145X,0440211727,0440212561,0440213290,0440213525,0440214041,0440215625,0440218535,0440219078,0440220602,044022103X,0440221471,0440221595,044022165X,0440222656,0440223202,0440224594,0440224624,0440224675,0440224764,0440225701,0440226104,0440226430,0440234743,0440235162,0440235596,0440236673,0440236703,044023722X,0440241073,0440241537,0440414806,0440498058,0440998050,0441003257,0441172717,0441569595,0441790348,0446310786,0446359866,0446360589,0446363251,0446364193,0446364800,0446365505,0446394521,044651652X,0446516538,044651862X,0446519138,0446520802,0446525502,0446530522,0446531332,0446532231,0446601241,0446602620,0446603589,0446603716,0446603929,0446604666,0446604801,0446604844,0446605239,0446605409,0446605484,0446606189,0446606324,0446606812,0446607193,0446607657,0446607711,0446608815,0446608890,0446608955,0446609323,0446609404,0446610038,0446610100,0446610399,0446610542,0446611085,0446611212,0446611778,0446611808,0446611867,0446612545,0446612790,0446613266,0446670251,0446672211,0446675059,0446679593,0449003787,0449003795,0449005615,0449006522,0449134482,0449212602,0449219364,0449219461,0449221482,0449221490,0449221504,0449221512,0449223604,0449223612,0449227421,0449907481,0449910237,0449912558,0451151259,0451153553,0451156609,0451160525,0451163966,0451166892,0451167317,0451169522,0451169530,0451170385,0451172817,0451176464,0451177096,0451180232,0451181379,0451183665,0451184963,0451186362,0451188454,0451188462,0451191145,0451197747,0451202341,0451203771,0451203895,0451204530,0451205421,0451206525,0451207521,0451524934,0451526341,0452260116,0452264464,0452268060,0452269571,0452280621,0452282152,0452282195,0452282829,0452283205,0452284449,051511992X,0515120618,0515121843,0515122734,051512317X,0515124214,051512608X,0515126772,0515127833,0515128546,0515128554,0515130389,0515130966,0515131229,0515132020,0515132187,051513287X,0515133302,0515133973,0515135062,0515135739,051513628X,0515136379,0515136530,0525947647,0552998486,0553208845,055321313X,0553213148,0553250426,0553250531,0553260111,0553268880,0553271636,0553272535,0553273914,0553274295,0553275976,0553277472,0553279378,0553279556,0553279912,0553280341,0553280368,0553282476,0553284789,0553289411,0553292722,0553296981,0553375407,0553560247,055356160X,0553561618,055356451X,0553564528,0553569155,0553569910,0553571818,0553571885,0553572326,0553572997,0553573136,0553574574,0553576801,0553578022,0553578693,0553579606,0553579754,0553580191,0553580221,0553580930,0553581554,0553582127,0553582135,0553582143,0553582526,0553582747,0553582755,0590353403,059035342X,0609610597,0609804138,0670865796,0670880728,067088300X,0670892963,0670894184,0671001795,0671003755,0671004107,0671004530,0671004549,0671004565,0671004573,0671011367,0671014196,067101420X,0671021001,067102423X,0671024248,0671027344,0671027360,0671027387,0671027662,0671028375,0671038184,0671041789,0671042262,0671042572,0671042858,0671510053,0671568175,0671617028,0671673688,0671683993,0671693816,0671708635,0671727796,0671758896,0671793489,0671867091,0671867113,0671867156,0671867172,0671880314,0671888587,0671894455,0679429220,0679444815,0679446486,0679731148,0679731725,0679734775,0679735771,0679735909,0679744398,0679745203,0679746048,0679751521,067976397X,067976402X,0679772677,0684801523,0684833395,068484267X,068484477X,0684848783,0684865742,0684867621,0684872153,0684874350,0688177751,0688177859,0743203631,0743206045,0743211375,0743211383,0743224574,0743225406,0743227441,0743237188,0743411250,0743412028,0743418174,0743418204,0743436210,074343627X,0743437640,0743437802,0743457358,0743460529,0743467523,0767900383,0767902521,0767905180,0767905385,076790592X,0767915054,0786817070,0786867647,0786868716,0786881852,0786885688,0786889020,0802130208,080213825X,0802139256,080410526X,0804105820,0804106304,080410753X,080411109X,0804111359,0804114986,0804115761,080411868X,080411918X,080411935X,0805063897,0812511816,0812550706,0842329129,0842329218,0842329242,0842329250,0842342702,0871136791,089480829X,0971880107,140003065X,1400031346,1400031354,1400031362,1400034779,1551668998,155874262X,1558743669,1558744150,1558744630,1558745157,1559029838,1573225517,1573225789,1573227331,1573229326,1573229571,1592400876,1878424319
254,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,9.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,10.0,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,9.0,9.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,9.0,8.0,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,7.0,,0.0,,,,,,,7.0,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,10.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,6.0,,,,,,,,,,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9.0,,,,,,,,,,,,,10.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,8.0,,,5.0,,,,,,,,8.0,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,8.0,,,,,,,0.0,,0.0,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,,,,,,,,,,,,10.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,5.0,0.0,,,,,,,5.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,5.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,10.0,,,,,,,,,,,,
1733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,5.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
1903,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,
2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,9.0,,9.0,,9.0,,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
